Borough,ClosureType,EditDate,GISpropNum,OMPpropID,Red Sign Installed,Status,accessibility,accessibilityLevel,location,name,rules,system,Approx Date Closed,Approx Date Reopened,Community Board,District,Latitude,Longitude,Point
X,Completely Locked,06/22/2020 10:21:10 AM,X266,X266,,Active,No,Not Applicable,E. 180 St. bet. Daly Ave. and Vyse Ave.,Vidalia Park,Adults Allowed,X266-CPA-0001,03/31/2020,06/21/2020,206,X-06,40.84425354003906,-73.88150024414062,POINT (-73.88150024414062 40.84425354003906)
M,Completely Locked,06/22/2020 03:49:55 PM,M037,M037-10,,Active,Yes,Level 3: Accessible Playgrounds with Universally Accessible Swings,W 164 St & Edgecombe Ave,Adventure Plgd,Unknown,M037-CPA-0006,03/31/2020,,112,M-12A,40.83634948730469,-73.93671417236328,POINT (-73.93671417236328 40.83634948730469)
Q,Completely Locked,06/19/2020 01:41:21 PM,Q046,Q046,,Active,Yes,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,102 St. bet. Corona Ave. and Alstyne Ave.,Josephine Caminiti Playground,Adults Allowed,Q046-CPA-0001,03/31/2020,06/19/2020,404,Q-04,40.7440071105957,-73.86151885986328,POINT (-73.86151885986328 40.7440071105957)
B,Completely Locked,06/22/2020 04:36:14 PM,B223DA,B223DA,,Active,No,Not Applicable,"Atlantic Ave., Columbia Pl., State St.",Adam Yauch Park,Adults Allowed,B223DA-CPA-0001,03/31/2020,06/22/2020,302,B-02,40.691978454589844,-73.9986801147461,POINT (-73.9986801147461 40.691978454589844)
Q,Completely Locked,06/21/2020 06:41:49 PM,Q360M,Q360M,,Active,Yes,Level 3: Accessible Playgrounds with Universally Accessible Swings,58 Ave. bet. Brown Pl. and 69 St.,Frontera Park,Adults not allowed in some locations,Q360M-CPA-0001,03/31/2020,06/21/2020,405,Q-05,40.724788665771484,-73.89496612548828,POINT (-73.89496612548828 40.724788665771484)
B,Completely Locked,06/22/2020 01:40:23 PM,B335,B335,,,,,Flatlands Ave. between E. 81 St. and E. 82 St.,Bildersee Playground,,,03/31/2020,06/22/2020,318,B-18,40.63590621948242,-73.9119644165039,POINT (-73.9119644165039 40.63590621948242)
B,Completely Locked,06/24/2020 09:40:59 AM,B225,B225,,Active,Yes,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,"Atlantic Ave., Herkimer St., Kingston Ave., St Andrew's Pl.",St. Andrew's Playground,Adults Allowed,B225-CPA-0001,03/31/2020,06/23/2020,303,B-03,40.67898941040039,-73.94170379638672,POINT (-73.94170379638672 40.67898941040039)
M,Completely Locked,06/22/2020 03:56:53 PM,M122,M122,,Active,Yes,Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings,Rutgers St. and Henry St.,Captain Jacob Joseph Playground,Adults not allowed in some locations,M122-CPA-0001,03/31/2020,06/21/2020,103,M-03,40.7136116027832,-73.98983001708984,POINT (-73.98983001708984 40.7136116027832)
X,Completely Locked,06/22/2020 10:57:11 AM,X124,X124,,Active,No,Not Applicable,"Gleason Ave., Watson Ave. bet. Noble Ave., and Rosedale Ave.",Watson Gleason Playground,Adults Allowed,X124-CPA-0001,03/31/2020,06/21/2020,209,X-09,40.82918930053711,-73.86923217773438,POINT (-73.86923217773438 40.82918930053711)
B,Completely Locked,06/22/2020 03:35:31 PM,B245,B245-02,,Active,Yes,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Troy Ave & Prospect Place,St. John's Playground,Adults not allowed in some locations,B245-CPA-0001,03/31/2020,06/22/2020,308,B-08,40.67399215698242,-73.93580627441406,POINT (-73.93580627441406 40.67399215698242)
X,Completely Locked,06/22/2020 09:58:04 AM,X260,X260,,Active,No,Not Applicable,Manida St bet. Spofford Av and Lafayette Av,Julio Carballo Fields,Adults Allowed,X260-CPA-0001,03/31/2020,06/21/2020,202,X-02,40.815128326416016,-73.88880157470703,POINT (-73.88880157470703 40.815128326416016)
B,Completely Locked,06/22/2020 03:28:45 PM,B066,B066-02,,Active,Yes,Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings,"Nr Colonial Rd Entrance, 67 St, South Of B066-01",Owls Head Park,Unknown,B066-CPA-0002,03/31/2020,06/22/2020,310,B-10,40.63938903808594,-74.03082275390625,POINT (-74.03082275390625 40.63938903808594)
R,Completely Locked,06/22/2020 04:52:16 PM,R069,R069,,Active,Yes,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,"Foote Ave., Howard Ave., Martha St., Clove Rd.",Terrace Playground,Adults Allowed,R069-CPA-0001,03/31/2020,06/22/2020,501,R-01,40.613895416259766,-74.0982437133789,POINT (-74.0982437133789 40.613895416259766)
Q,Partially Locked,06/23/2020 11:11:01 AM,Q404,Q404,,Active,Yes,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,115 Rd. bet. 218 St. and 2019 St.,East Springfield Playground,Adults Allowed,Q404-CPA-0001,03/31/2020,06/23/2020,413,Q-13,40.698734283447266,-73.74005126953125,POINT (-73.74005126953125 40.698734283447266)
X,Completely Locked,06/22/2020 09:41:58 AM,X030,X030-99,,Active,Yes,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Summit Ave & W 161 Street,Summit Playground,Adults not allowed in some locations,X030-CPA-0002,03/31/2020,06/21/2020,204,X-04,40.83070373535156,-73.93157196044922,POINT (-73.93157196044922 40.83070373535156)
M,Completely Locked,06/22/2020 04:11:41 PM,M161,M161,,Active,Yes,Level 3: Accessible Playgrounds with Universally Accessible Swings,W. 43 St. bet. 8 Ave. and 9 Ave.,McCaffrey Playground,Adults Allowed,M161-CPA-0001,03/31/2020,06/21/2020,104,M-04,40.75891876220703,-73.99129486083984,POINT (-73.99129486083984 40.75891876220703)
B,Partially Locked,06/22/2020 02:30:28 PM,B049,B049,,Active,No,Not Applicable,"Wilson Ave., Knickerbocker Ave., bet. Halsey St. and Weirfield St.",Irving Square Park,Adults not allowed in some locations,B049-CPA-0001,03/31/2020,06/22/2020,304,B-04,40.6929817199707,-73.9087142944336,POINT (-73.9087142944336 40.6929817199707)
X,Completely Locked,06/22/2020 10:59:48 AM,X204,X204,,Active,Yes,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Story Ave. bet. Taylor Ave. and Thieriot Ave.,Story Playground,Adults Allowed,X204-CPA-0001,03/31/2020,06/21/2020,209,X-09,40.822998046875,-73.86267852783203,POINT (-73.86267852783203 40.822998046875)
X,Not Lockable,06/22/2020 10:28:29 AM,X111,X111,,Active,No,Not Applicable,W 179 St bet. Cedar Av and Sedgwick Av,Cedar Playground,Adults Allowed,X111-CPA-0001,03/31/2020,06/21/2020,205,X-05,40.855220794677734,-73.91739654541016,POINT (-73.91739654541016 40.855220794677734)
B,Completely Locked,06/22/2020 03:19:20 PM,B382B,B382B,,Active,Yes,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Clymer St. to Morton St. between Kent Ave. and Wythe Ave.,Jacob's Ladder Playground,Adults not allowed in some locations,B382B-CPA-0001,03/31/2020,06/21/2020,301,B-01,40.70485305786133,-73.96673583984375,POINT (-73.96673583984375 40.70485305786133)
M,Completely Locked,06/22/2020 10:40:58 AM,M003,M003,,Active,Yes,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,"Convent and Amsterdam Av, W 135 St",Annunciation Playground,Adults Allowed,M003-CPA-0001,03/31/2020,06/21/2020,109,M-09,40.81854248046875,-73.95186614990234,POINT (-73.95186614990234 40.81854248046875)
M,Partially Locked,06/22/2020 04:11:41 PM,M011,M011,,Active,Yes,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,"9 Av To 10 Av, W 27 St To W 28 St",Chelsea Park,Adults not allowed in some locations,M011-CPA-0001,03/31/2020,06/21/2020,104,M-04,40.74958801269531,-74.00021362304688,POINT (-74.00021362304688 40.74958801269531)
Q,Not Lockable,06/21/2020 03:03:32 PM,Q105,Q105,,Active,Yes,Level 3: Accessible Playgrounds with Universally Accessible Swings,"91 Ave., Archer Ave. bet. 138 Pl. and 138 St.",Howard Von Dohlen Playground,Adults Allowed,Q105-CPA-0001,03/31/2020,06/21/2020,412,Q-12,40.69976043701172,-73.81285858154297,POINT (-73.81285858154297 40.69976043701172)
M,Completely Locked,06/22/2020 01:04:44 PM,M204,M204,,Active,Yes,Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings,Madison Ave. bet. E. 130 St. and E. 131 St.,Moore Playground,Adults not allowed in some locations,M204-CPA-0001,03/31/2020,06/21/2020,111,M-11,40.809513092041016,-73.93842315673828,POINT (-73.93842315673828 40.809513092041016)
B,Completely Locked,06/22/2020 01:45:04 PM,B057,B057-05,,Active,No,Not Applicable,Gerritsen Ave & Ave X,Dr John's Plgd,Adults not allowed in some locations,B057-CPA-0003,03/31/2020,06/22/2020,318,B-18,40.59671401977539,-73.92876434326172,POINT (-73.92876434326172 40.59671401977539)
B,Completely Locked,06/22/2020 04:19:50 PM,B050,B050,,Active,No,Not Applicable,"Columbia St., Hicks St. bet. Congress St. and Atlantic Ave.",Van Voorhees Playground,Adults Allowed,B050-CPA-0001,03/31/2020,06/22/2020,306,B-06,40.68977355957031,-73.99933624267578,POINT (-73.99933624267578 40.68977355957031)
Q,Completely Locked,06/21/2020 03:03:32 PM,Q359,Q359,,Active,No,Not Applicable,Jamaica Ave. bet. 202 St. and 204 St.,Haggerty Park,Adults Allowed,Q359-CPA-0001,03/31/2020,06/21/2020,412,Q-12,40.71308517456055,-73.75846862792969,POINT (-73.75846862792969 40.71308517456055)
B,Completely Locked,06/22/2020 02:33:17 PM,B334,B334,,Active,Yes,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,"Central Ave., Troutman St. and Starr St.",Fermi Playground,Adults Allowed,B334-CPA-0001,03/31/2020,06/22/2020,304,B-04,40.70035934448242,-73.92847442626953,POINT (-73.92847442626953 40.70035934448242)
M,Partially Locked,06/22/2020 11:47:15 AM,M099,M099-01,,Active,Yes,Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings,W 173 St & Ft Washington Ave,J Hood Wright Park Playground,Adults not allowed in some locations,M099-CPA-0001,03/31/2020,06/21/2020,112,M-12,40.84584426879883,-73.94100189208984,POINT (-73.94100189208984 40.84584426879883)
B,Completely Locked,06/23/2020 10:09:07 AM,B073,B073-20,,Active,Yes,Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings,11 St & Prospect Park W,Harmony Playground,Unknown,B073-CPA-0006,03/31/2020,06/22/2020,355,B-19,40.66353988647461,-73.97698974609375,POINT (-73.97698974609375 40.66353988647461)
Q,Completely Locked,06/21/2020 06:55:59 PM,Q428,Q428,,Active,Yes,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,62 Dr. bet. 97 Pl. and 98 St.,Horace Harding Playground,Adults Allowed,Q428-CPA-0001,03/31/2020,06/21/2020,406,Q-06,40.73317337036133,-73.86023712158203,POINT (-73.86023712158203 40.73317337036133)
B,Completely Locked,06/22/2020 03:15:45 PM,B090,B090,,Active,No,Not Applicable,"Lee Ave., Division Ave., Roebling St.",Sobel Playground,Adults Allowed,B090-CPA-0001,03/31/2020,06/21/2020,301,B-01,40.7073974609375,-73.96145629882812,POINT (-73.96145629882812 40.7073974609375)
Q,Not Lockable,06/21/2020 02:55:40 PM,Q119,Q119,,Active,Yes,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,"134 St., 135 St., bet. 111 Ave. and Lincoln St., Linden Blvd",Frederick B. Judge Playground,Adults Allowed,Q119-CPA-0001,03/31/2020,06/21/2020,410,Q-10,40.68321990966797,-73.80818939208984,POINT (-73.80818939208984 40.68321990966797)
B,Completely Locked,06/22/2020 04:42:23 PM,B243,B243,,Active,No,Not Applicable,Gold St. between Nassau St. and Concord St.,Golconda Playground,Adults Allowed,B243-CPA-0001,03/31/2020,06/22/2020,302,B-02,40.69771957397461,-73.98271179199219,POINT (-73.98271179199219 40.69771957397461)
Q,Completely Locked,06/21/2020 04:56:36 PM,Q422,Q422,,Active,Yes,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Rockaway Beach Blvd. bet. Beach 110 St. and Beach 109 St.,Seaside Playground,Adults Allowed,Q422-CPA-0001,03/31/2020,06/21/2020,414,Q-14,40.58058166503906,-73.83103942871094,POINT (-73.83103942871094 40.58058166503906)
R,Completely Locked,06/22/2020 04:57:52 PM,R076,R076,,Active,No,Not Applicable,"Willowbrook Pkwy., Forest Ave. to Houston St.",Markham Playground,Adults Allowed,R076-CPA-0001,03/31/2020,06/22/2020,501,R-01,40.62274932861328,-74.14652252197266,POINT (-74.14652252197266 40.62274932861328)
M,Completely Locked,06/22/2020 03:31:19 PM,M071,M071-38,,Active,Yes,Level 3: Accessible Playgrounds with Universally Accessible Swings,"W 116-117 Sts, Riverside Dr",Tot Lot One Hundred And Sixteen,Unknown,M071-CPA-0012,03/31/2020,06/21/2020,109,M-14,40.80961227416992,-73.96549224853516,POINT (-73.96549224853516 40.80961227416992)
Q,Partially Locked,06/21/2020 04:56:36 PM,Q007,Q007-01,,Active,Yes,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Beach 32 St & Beach Channel Drive,Bayswater Playground,Unknown,Q007-CPA-0001,03/31/2020,06/21/2020,414,Q-14,40.598854064941406,-73.76696014404297,POINT (-73.76696014404297 40.598854064941406)
B,Completely Locked,06/22/2020 04:15:01 PM,B158,B158,,Active,Yes,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,18 Ave. bet. 83 St. and 82 St.,Garibaldi Playground,Adults Allowed,B158-CPA-0001,03/31/2020,06/20/2020,311,B-11,40.60893630981445,-74.0001220703125,POINT (-74.0001220703125 40.60893630981445)
Q,Completely Locked,06/21/2020 04:56:36 PM,Q163,Q163-19,,Active,Yes,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,B 84 St & Shore Front Pkwy (W/o B 84 St),Rockaway Playground - M,Unknown,Q163-CPA-0001,03/31/2020,06/21/2020,414,Q-14,40.58498001098633,-73.80986785888672,POINT (-73.80986785888672 40.58498001098633)
Q,Completely Locked,06/21/2020 01:06:24 PM,Q300,Q300-04,,Active,Yes,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Kissena Blvd & Booth Mem Ave,Captain Mario Fajardo Park,Unknown,Q300-CPA-0003,03/31/2020,06/21/2020,407,Q-07,40.7432861328125,-73.8146743774414,POINT (-73.8146743774414 40.7432861328125)
X,Not Lockable,06/22/2020 09:46:37 AM,X028,X028,,Active,Yes,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Grand Concourse to Walton Av bet. E 161 St and E 164 St,Joyce Kilmer Park,Adults not allowed in some locations,X028-CPA-0001,03/31/2020,06/21/2020,204,X-04,40.82965850830078,-73.92194366455078,POINT (-73.92194366455078 40.82965850830078)
X,Completely Locked,06/22/2020 11:02:05 AM,X151,X151,,Active,No,Not Applicable,Olmstead Ave. bet. Turnbull Ave. and Lafayetter Ave.,P.O. Serrano Playground,Adults not allowed in some locations,X151-CPA-0001,03/31/2020,06/21/2020,209,X-09,40.82365417480469,-73.85025787353516,POINT (-73.85025787353516 40.82365417480469)
Q,Completely Locked,06/23/2020 12:29:29 PM,Q397,Q397,,Active,No,Not Applicable,"171 St., 172 St. bet. 33 Ave. and 35 Ave.",Auburndale Playground,Adults Allowed,Q397-CPA-0001,03/31/2020,06/23/2020,407,Q-07,40.766014099121094,-73.79420471191406,POINT (-73.79420471191406 40.766014099121094)
X,Not Lockable,06/22/2020 10:58:01 AM,X118,X118-01,Yes,,,,Lafayette Ave Bet Morrison & Boynton Ave,Soundview Park,,X118-01,03/31/2020,06/21/2020,209,X-09,40.81958770751953,-73.87369537353516,POINT (-73.87369537353516 40.81958770751953)
R,Completely Locked,06/22/2020 02:34:35 PM,R125,R125,,Active,Yes,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Palma Dr. bet. Targee St. and Oder Ave.,Lopez Playground,Adults Allowed,R125-CPA-0001,03/31/2020,,501,R-01,40.611515045166016,-74.08491516113281,POINT (-74.08491516113281 40.611515045166016)
B,Completely Locked,06/22/2020 03:35:50 PM,B193,B193,,Active,Yes,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,"Albany Ave., E. New York Ave., Lefferts Ave.",Hamilton Metz Field,Adults Allowed,B193-CPA-0001,03/31/2020,06/22/2020,309,B-09,40.662742614746094,-73.94034576416016,POINT (-73.94034576416016 40.662742614746094)
M,Completely Locked,06/22/2020 11:46:20 AM,M042,M042-02,,Active,Yes,Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings,"Seaman Ave Bet Isham, W 207 St",Emerson Plgd,Adults not allowed in some locations,M042-CPA-0002,03/31/2020,06/21/2020,112,M-12,40.869625091552734,-73.9220962524414,POINT (-73.9220962524414 40.869625091552734)
X,Not Lockable,06/22/2020 11:11:59 AM,X162,X162,,Active,Yes,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Arnow Ave. bet. Olinville Ave. and White Plains Rd.,Parkside Playground,Adults Allowed,X162-CPA-0001,03/31/2020,06/21/2020,211,X-11,40.86863327026367,-73.86808013916016,POINT (-73.86808013916016 40.86863327026367)
M,Completely Locked,06/22/2020 05:12:51 PM,M059,M059,,Active,Yes,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,"Ave. C, FDR Dr., E. 17 St.",Murphy Brothers Playground,Adults Allowed,M059-CPA-0001,03/31/2020,06/21/2020,106,M-06,40.730552673339844,-73.97381591796875,POINT (-73.97381591796875 40.730552673339844)
B,Completely Locked,06/22/2020 04:20:06 PM,B255H,B255H,,Active,Yes,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,19 St. bet. 11 Ave. and Seeley St.,Thomas J. Cuite Park,Adults Allowed,B255H-CPA-0001,03/31/2020,06/22/2020,307,B-07,40.65435028076172,-73.97874450683594,POINT (-73.97874450683594 40.65435028076172)
X,Completely Locked,06/22/2020 10:35:28 AM,X175,X175,,Active,Yes,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Bailey Ave. bet. W. Kingsbrodge Rd. and W. 193 St.,Riverbend Playground,Adults Allowed,X175-CPA-0001,03/31/2020,06/21/2020,207,X-07,40.87186050415039,-73.9059829711914,POINT (-73.9059829711914 40.87186050415039)
Q,Partially Locked,06/22/2020 01:16:12 PM,Q053,Q053,,Active,Yes,Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings,88 Ave. to 89 Ave. at 90 St.,Equity Playground,Adults Allowed,Q053-CPA-0001,03/31/2020,06/21/2020,409,Q-09,40.69172286987305,-73.8534164428711,POINT (-73.8534164428711 40.69172286987305)
M,Completely Locked,06/22/2020 05:24:37 PM,M236,M236,,Active,Yes,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,"Lexington Ave., E. 95 St. To E. 96 St.",Samuel Seabury Playground,Adults Allowed,M236-CPA-0001,03/31/2020,06/21/2020,108,M-08,40.7855110168457,-73.9507064819336,POINT (-73.9507064819336 40.7855110168457)
B,Completely Locked,06/22/2020 03:12:53 PM,B223PC,B223PC,,Active,No,Not Applicable,"Rodney St., S. 3 St. and S. 4 St.",Rodney Playground South,Adults Allowed,B223PC-CPA-0001,03/31/2020,06/21/2020,301,B-01,40.70980453491211,-73.95590209960938,POINT (-73.95590209960938 40.70980453491211)
X,Not Lockable,06/22/2020 09:50:09 AM,X008,X008-03,,Active,Yes,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Mt Eden & Morris Ave,Claremont Park Playground,Adults not allowed in some locations,X008-CPA-0001,03/31/2020,06/21/2020,204,X-04,40.84233474731445,-73.9092025756836,POINT (-73.9092025756836 40.84233474731445)
